YEAR,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,Data_Value,Sample_Size,Gender,Race,Age,Education
2013,OR,Oregon,Cigarette Use (Adults),Current Smoking,16,"3,289",Female,All Races,All Ages,All Grades
2013,OR,Oregon,Cigarette Use (Adults),Current Smoking,,,Overall,African American,All Ages,All Grades
2013,OR,Oregon,Cigarette Use (Adults),Current Smoking,,,Overall,American Indian/Alaska Native,All Ages,All Grades
2013,OR,Oregon,Cigarette Use (Adults),Current Smoking,8.5,78,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,OR,Oregon,Cigarette Use (Adults),Current Smoking,18,200,Overall,Hispanic,All Ages,All Grades
2013,OR,Oregon,Cigarette Use (Adults),Current Smoking,16.9,"5,022",Overall,White,All Ages,All Grades
2013,OR,Oregon,Cigarette Use (Adults),Current Smoking,18,315,Overall,All Races,18 to 24 Years,All Grades
2013,OR,Oregon,Cigarette Use (Adults),Current Smoking,20.8,"1,212",Overall,All Races,25 to 44 Years,All Grades
2013,OR,Oregon,Cigarette Use (Adults),Current Smoking,19,"2,268",Overall,All Races,45 to 64 Years,All Grades
2013,OR,Oregon,Cigarette Use (Adults),Current Smoking,8,"1,989",Overall,All Races,65 Years and Older,All Grades
2013,OR,Oregon,Cigarette Use (Adults),Current Smoking,35.7,264,Overall,All Races,Age 20 and Older,< 12th Grade
2013,OR,Oregon,Cigarette Use (Adults),Current Smoking,24.8,"1,353",Overall,All Races,Age 20 and Older,12th Grade
2013,OR,Oregon,Cigarette Use (Adults),Current Smoking,12.2,"4,063",Overall,All Races,Age 20 and Older,> 12th Grade
2013,OR,Oregon,Cigarette Use (Adults),Current Smoking,34.5,253,Overall,All Races,Age 25 and Older,< 12th Grade
2013,OR,Oregon,Cigarette Use (Adults),Current Smoking,23.4,"1,288",Overall,All Races,Age 25 and Older,12th Grade
2013,OR,Oregon,Cigarette Use (Adults),Current Smoking,12.1,"3,911",Overall,All Races,Age 25 and Older,> 12th Grade
2013,OR,Oregon,Cigarette Use (Adults),Current Smoking,18.2,773,Female,All Races,18 to 44 Years,All Grades
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,21,"11,109",Overall,All Races,All Ages,All Grades
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,23.5,"4,670",Male,All Races,All Ages,All Grades
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,18.6,"6,439",Female,All Races,All Ages,All Grades
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,28.4,928,Overall,African American,All Ages,All Grades
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,47.4,50,Overall,American Indian/Alaska Native,All Ages,All Grades
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,12.1,142,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,26.2,299,Overall,Hispanic,All Ages,All Grades
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,19.7,"9,372",Overall,White,All Ages,All Grades
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,24,657,Overall,All Races,18 to 24 Years,All Grades
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,26.3,"2,422",Overall,All Races,25 to 44 Years,All Grades
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,21.8,"4,357",Overall,All Races,45 to 64 Years,All Grades
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,10,"3,673",Overall,All Races,65 Years and Older,All Grades
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,34.6,829,Overall,All Races,Age 20 and Older,< 12th Grade
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,25.8,"4,019",Overall,All Races,Age 20 and Older,12th Grade
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,15.1,"6,058",Overall,All Races,Age 20 and Older,> 12th Grade
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,31.1,801,Overall,All Races,Age 25 and Older,< 12th Grade
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,25.4,"3,878",Overall,All Races,Age 25 and Older,12th Grade
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,14.6,"5,732",Overall,All Races,Age 25 and Older,> 12th Grade
2013,PA,Pennsylvania,Cigarette Use (Adults),Current Smoking,22.5,"1,626",Female,All Races,18 to 44 Years,All Grades
2013,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,10.8,"5,966",Overall,All Races,All Ages,All Grades
2013,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,15.5,"2,161",Male,All Races,All Ages,All Grades
2013,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,6.7,"3,805",Female,All Races,All Ages,All Grades
2013,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,,,Overall,African American,All Ages,All Grades
2013,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,,,Overall,American Indian/Alaska Native,All Ages,All Grades
2013,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,,,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,,,Overall,White,All Ages,All Grades
2013,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,10.8,464,Overall,All Races,18 to 24 Years,All Grades
2013,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,14.3,"1,443",Overall,All Races,25 to 44 Years,All Grades
2013,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,10.6,"2,079",Overall,All Races,45 to 64 Years,All Grades
2013,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,5,"1,980",Overall,All Races,65 Years and Older,All Grades
2013,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,12.8,"1,355",Overall,All Races,Age 20 and Older,< 12th Grade
2013,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,11.8,"1,398",Overall,All Races,Age 20 and Older,12th Grade
2013,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,9.6,"3,089",Overall,All Races,Age 20 and Older,> 12th Grade
2013,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,11.2,"1,336",Overall,All Races,Age 25 and Older,< 12th Grade
2013,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,11.6,"1,323",Overall,All Races,Age 25 and Older,12th Grade
2013,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,10.1,"2,833",Overall,All Races,Age 25 and Older,> 12th Grade
2013,PR,Puerto Rico,Cigarette Use (Adults),Current Smoking,8.5,"1,145",Female,All Races,18 to 44 Years,All Grades
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,17.4,"6,246",Overall,All Races,All Ages,All Grades
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,19.1,"2,453",Male,All Races,All Ages,All Grades
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,15.9,"3,793",Female,All Races,All Ages,All Grades
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,17.9,225,Overall,African American,All Ages,All Grades
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,,,Overall,American Indian/Alaska Native,All Ages,All Grades
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,7.3,87,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,18,450,Overall,Hispanic,All Ages,All Grades
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,17.2,"5,157",Overall,White,All Ages,All Grades
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,15.9,262,Overall,All Races,18 to 24 Years,All Grades
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,25,"1,371",Overall,All Races,25 to 44 Years,All Grades
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,17.1,"2,622",Overall,All Races,45 to 64 Years,All Grades
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,7,"1,991",Overall,All Races,65 Years and Older,All Grades
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,26.8,510,Overall,All Races,Age 20 and Older,< 12th Grade
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,22.4,"1,639",Overall,All Races,Age 20 and Older,12th Grade
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,13,"4,007",Overall,All Races,Age 20 and Older,> 12th Grade
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,25.9,502,Overall,All Races,Age 25 and Older,< 12th Grade
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,23.2,"1,594",Overall,All Races,Age 25 and Older,12th Grade
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,12.8,"3,870",Overall,All Races,Age 25 and Older,> 12th Grade
2013,RI,Rhode Island,Cigarette Use (Adults),Current Smoking,19.8,961,Female,All Races,18 to 44 Years,All Grades
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,22,"10,481",Overall,All Races,All Ages,All Grades
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,26.2,"4,241",Male,All Races,All Ages,All Grades
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,18.1,"6,240",Female,All Races,All Ages,All Grades
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,20.3,"2,823",Overall,African American,All Ages,All Grades
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,43.5,86,Overall,American Indian/Alaska Native,All Ages,All Grades
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,4.1,61,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,16,149,Overall,Hispanic,All Ages,All Grades
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,22.5,"6,936",Overall,White,All Ages,All Grades
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,22,527,Overall,All Races,18 to 24 Years,All Grades
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,28.1,"2,156",Overall,All Races,25 to 44 Years,All Grades
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,24.1,"4,043",Overall,All Races,45 to 64 Years,All Grades
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,8.4,"3,755",Overall,All Races,65 Years and Older,All Grades
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,38.6,"1,227",Overall,All Races,Age 20 and Older,< 12th Grade
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,26.8,"3,069",Overall,All Races,Age 20 and Older,12th Grade
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,14.9,"6,010",Overall,All Races,Age 20 and Older,> 12th Grade
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,38.3,"1,192",Overall,All Races,Age 25 and Older,< 12th Grade
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,26.6,"2,952",Overall,All Races,Age 25 and Older,12th Grade
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,14.5,"5,781",Overall,All Races,Age 25 and Older,> 12th Grade
2013,SC,South Carolina,Cigarette Use (Adults),Current Smoking,22.5,"1,488",Female,All Races,18 to 44 Years,All Grades
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,19.6,"6,769",Overall,All Races,All Ages,All Grades
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,19.7,"2,955",Male,All Races,All Ages,All Grades
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,19.4,"3,814",Female,All Races,All Ages,All Grades
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,,,Overall,African American,All Ages,All Grades
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,43.8,683,Overall,American Indian/Alaska Native,All Ages,All Grades
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,,,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,18.9,79,Overall,Hispanic,All Ages,All Grades
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,17.2,"5,805",Overall,White,All Ages,All Grades
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,27.3,435,Overall,All Races,18 to 24 Years,All Grades
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,25,"1,624",Overall,All Races,25 to 44 Years,All Grades
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,17.9,"2,591",Overall,All Races,45 to 64 Years,All Grades
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,8.4,"2,119",Overall,All Races,65 Years and Older,All Grades
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,36.5,472,Overall,All Races,Age 20 and Older,< 12th Grade
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,23.1,"2,012",Overall,All Races,Age 20 and Older,12th Grade
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,15.1,"4,149",Overall,All Races,Age 20 and Older,> 12th Grade
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,31.3,441,Overall,All Races,Age 25 and Older,< 12th Grade
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,20.9,"1,915",Overall,All Races,Age 25 and Older,12th Grade
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,14.9,"3,968",Overall,All Races,Age 25 and Older,> 12th Grade
2013,SD,South Dakota,Cigarette Use (Adults),Current Smoking,26.4,"1,120",Female,All Races,18 to 44 Years,All Grades
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,24.3,"5,467",Overall,All Races,All Ages,All Grades
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,26.8,"1,987",Male,All Races,All Ages,All Grades
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,22,"3,480",Female,All Races,All Ages,All Grades
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,22.9,763,Overall,African American,All Ages,All Grades
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,,,Overall,American Indian/Alaska Native,All Ages,All Grades
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,,,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,,,Overall,Hispanic,All Ages,All Grades
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,25.4,"4,490",Overall,White,All Ages,All Grades
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,23.4,247,Overall,All Races,18 to 24 Years,All Grades
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,28.1,"1,174",Overall,All Races,25 to 44 Years,All Grades
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,28.3,"2,239",Overall,All Races,45 to 64 Years,All Grades
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,10.8,"1,807",Overall,All Races,65 Years and Older,All Grades
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,39.6,632,Overall,All Races,Age 20 and Older,< 12th Grade
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,30,"1,768",Overall,All Races,Age 20 and Older,12th Grade
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,16.8,"2,994",Overall,All Races,Age 20 and Older,> 12th Grade
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,39.4,623,Overall,All Races,Age 25 and Older,< 12th Grade
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,30.4,"1,695",Overall,All Races,Age 25 and Older,12th Grade
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,16.1,"2,886",Overall,All Races,Age 25 and Older,> 12th Grade
2013,TN,Tennessee,Cigarette Use (Adults),Current Smoking,23.8,845,Female,All Races,18 to 44 Years,All Grades
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,15.9,"10,594",Overall,All Races,All Ages,All Grades
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,18.7,"4,250",Male,All Races,All Ages,All Grades
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,13.1,"6,344",Female,All Races,All Ages,All Grades
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,18.7,782,Overall,African American,All Ages,All Grades
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,23.8,80,Overall,American Indian/Alaska Native,All Ages,All Grades
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,14.3,253,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,13.6,"3,106",Overall,Hispanic,All Ages,All Grades
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,16.5,"5,995",Overall,White,All Ages,All Grades
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,15.2,717,Overall,All Races,18 to 24 Years,All Grades
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,18.4,"2,708",Overall,All Races,25 to 44 Years,All Grades
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,16.7,"3,831",Overall,All Races,45 to 64 Years,All Grades
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,8.7,"3,338",Overall,All Races,65 Years and Older,All Grades
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,19,"1,602",Overall,All Races,Age 20 and Older,< 12th Grade
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,20.8,"2,418",Overall,All Races,Age 20 and Older,12th Grade
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,13.3,"6,341",Overall,All Races,Age 20 and Older,> 12th Grade
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,18.8,"1,557",Overall,All Races,Age 25 and Older,< 12th Grade
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,20.8,"2,264",Overall,All Races,Age 25 and Older,12th Grade
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,12.9,"6,017",Overall,All Races,Age 25 and Older,> 12th Grade
2013,TX,Texas,Cigarette Use (Adults),Current Smoking,14.7,"1,882",Female,All Races,18 to 44 Years,All Grades
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,10.3,"12,451",Overall,All Races,All Ages,All Grades
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,11.9,"5,541",Male,All Races,All Ages,All Grades
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,8.8,"6,910",Female,All Races,All Ages,All Grades
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,,,Overall,African American,All Ages,All Grades
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,21.6,105,Overall,American Indian/Alaska Native,All Ages,All Grades
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,4.6,167,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,10.1,819,Overall,Hispanic,All Ages,All Grades
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,10.2,"11,049",Overall,White,All Ages,All Grades
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,8.8,971,Overall,All Races,18 to 24 Years,All Grades
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,12.1,"4,009",Overall,All Races,25 to 44 Years,All Grades
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,11.8,"4,311",Overall,All Races,45 to 64 Years,All Grades
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,4.2,"3,160",Overall,All Races,65 Years and Older,All Grades
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,22.8,582,Overall,All Races,Age 20 and Older,< 12th Grade
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,17.3,"3,042",Overall,All Races,Age 20 and Older,12th Grade
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,6.4,"8,539",Overall,All Races,Age 20 and Older,> 12th Grade
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,21,547,Overall,All Races,Age 25 and Older,< 12th Grade
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,18.5,"2,818",Overall,All Races,Age 25 and Older,12th Grade
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,6.5,"8,090",Overall,All Races,Age 25 and Older,> 12th Grade
2013,UT,Utah,Cigarette Use (Adults),Current Smoking,9.3,"2,597",Female,All Races,18 to 44 Years,All Grades
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,16.6,"6,241",Overall,All Races,All Ages,All Grades
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,17.9,"2,618",Male,All Races,All Ages,All Grades
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,15.4,"3,623",Female,All Races,All Ages,All Grades
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,,,Overall,African American,All Ages,All Grades
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,34.7,58,Overall,American Indian/Alaska Native,All Ages,All Grades
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,,,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,2.7,51,Overall,Hispanic,All Ages,All Grades
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,16.2,"5,849",Overall,White,All Ages,All Grades
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,18.8,248,Overall,All Races,18 to 24 Years,All Grades
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,22.9,"1,277",Overall,All Races,25 to 44 Years,All Grades
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,16.1,"2,676",Overall,All Races,45 to 64 Years,All Grades
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,7.4,"2,040",Overall,All Races,65 Years and Older,All Grades
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,36.9,335,Overall,All Races,Age 20 and Older,< 12th Grade
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,23.5,"1,873",Overall,All Races,Age 20 and Older,12th Grade
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,10.7,"3,958",Overall,All Races,Age 20 and Older,> 12th Grade
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,33.5,327,Overall,All Races,Age 25 and Older,< 12th Grade
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,23.1,"1,817",Overall,All Races,Age 25 and Older,12th Grade
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,10.5,"3,834",Overall,All Races,Age 25 and Older,> 12th Grade
2013,VT,Vermont,Cigarette Use (Adults),Current Smoking,20.2,846,Female,All Races,18 to 44 Years,All Grades
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,19,"8,091",Overall,All Races,All Ages,All Grades
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,21.6,"3,334",Male,All Races,All Ages,All Grades
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,16.7,"4,757",Female,All Races,All Ages,All Grades
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,20.4,"1,142",Overall,African American,All Ages,All Grades
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,35,69,Overall,American Indian/Alaska Native,All Ages,All Grades
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,9,153,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,16.3,319,Overall,Hispanic,All Ages,All Grades
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,19.4,"6,083",Overall,White,All Ages,All Grades
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,18.7,447,Overall,All Races,18 to 24 Years,All Grades
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,21.7,"2,008",Overall,All Races,25 to 44 Years,All Grades
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,20.9,"3,287",Overall,All Races,45 to 64 Years,All Grades
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,10.4,"2,349",Overall,All Races,65 Years and Older,All Grades
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,33.7,718,Overall,All Races,Age 20 and Older,< 12th Grade
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,24.7,"2,021",Overall,All Races,Age 20 and Older,12th Grade
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,14.3,"5,230",Overall,All Races,Age 20 and Older,> 12th Grade
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,32,699,Overall,All Races,Age 25 and Older,< 12th Grade
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,24.3,"1,934",Overall,All Races,Age 25 and Older,12th Grade
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,14.3,"4,982",Overall,All Races,Age 25 and Older,> 12th Grade
2013,VA,Virginia,Cigarette Use (Adults),Current Smoking,17.7,"1,331",Female,All Races,18 to 44 Years,All Grades
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,16.1,"10,996",Overall,All Races,All Ages,All Grades
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,17.8,"4,715",Male,All Races,All Ages,All Grades
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,14.3,"6,281",Female,All Races,All Ages,All Grades
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,13.7,206,Overall,African American,All Ages,All Grades
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,35.4,144,Overall,American Indian/Alaska Native,All Ages,All Grades
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,9.4,382,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,13.8,550,Overall,Hispanic,All Ages,All Grades
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,16.7,"9,214",Overall,White,All Ages,All Grades
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,16.9,619,Overall,All Races,18 to 24 Years,All Grades
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,19.4,"2,355",Overall,All Races,25 to 44 Years,All Grades
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,16.9,"4,309",Overall,All Races,45 to 64 Years,All Grades
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,7.3,"3,713",Overall,All Races,65 Years and Older,All Grades
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,30.5,548,Overall,All Races,Age 20 and Older,< 12th Grade
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,21.7,"2,438",Overall,All Races,Age 20 and Older,12th Grade
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,12,"7,813",Overall,All Races,Age 20 and Older,> 12th Grade
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,29.7,521,Overall,All Races,Age 25 and Older,< 12th Grade
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,21.3,"2,313",Overall,All Races,Age 25 and Older,12th Grade
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,11.9,"7,518",Overall,All Races,Age 25 and Older,> 12th Grade
2013,WA,Washington,Cigarette Use (Adults),Current Smoking,16.4,"1,557",Female,All Races,18 to 44 Years,All Grades
2013,WV,West Virginia,Cigarette Use (Adults),Current Smoking,27.3,"5,841",Overall,All Races,All Ages,All Grades
2013,WV,West Virginia,Cigarette Use (Adults),Current Smoking,28.6,"2,441",Male,All Races,All Ages,All Grades
2013,WV,West Virginia,Cigarette Use (Adults),Current Smoking,26.1,"3,400",Female,All Races,All Ages,All Grades
2013,WV,West Virginia,Cigarette Use (Adults),Current Smoking,30.9,116,Overall,African American,All Ages,All Grades
2013,WV,West Virginia,Cigarette Use (Adults),Current Smoking,,,Overall,American Indian/Alaska Native,All Ages,All Grades
2013,WV,West Virginia,Cigarette Use (Adults),Current Smoking,,,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,WV,West Virginia,Cigarette Use (Adults),Current Smoking,37.1,55,Overall,Hispanic,All Ages,All Grades
2013,WV,West Virginia,Cigarette Use (Adults),Current Smoking,26.8,"5,471",Overall,White,All Ages,All Grades
